ግዕዝ ,ትግርኛ 
ሐመዘ,መረዘ፡ ሰመመ
ሐበዘ,ሰንከተ
ሐወዘ,ጠዓመ፡ ጸበቐ፡ መልክዐ
ሐወዘ,ፍንትት በለ
ሬዘዘ,ተዀሓሓለ፡ ተጸባበቐ
ኀዝኀዘ,ሰልሚ (ረግረግ) ኮነ
መሐዘ,ጐበዘ
መቕለዝ,ጸረበ
መንዘዘ,መንዘዘ፡ ተቕበዝበዘ፡ ላሕ ኣበለ
መዝመዘ,ሓሰየ፡ ደረዘ፡ ማዘወ
ምዕዘ,መዓዘ፡ ሸተተ
ሰመዘ,መሓወ (ንዝተተኽለ)
ሰመዘ,ደፍአ
ሰኮዘ,ወግአ
ረገዘ,ወግኣ፡ ተኸለ
ረገዘ,ኣቖመ
ሮዝ,ወልወለ
ቀዘ,ጐደለ
ቈለዘ,ቈጥቈጠ
በለዘ,በለዘ፡ ጸንዐ
በዝበዘ,በዝበዘ
ተሐገዘ,መልሕቅ ኣውረደ
ተሐገዘ,ተረዳድኣ፡ ተሓጋገዘ
ተመርኰዘ,ተመርኮሰ
ተኣረዘ,ተኸደነ፡ ለበሰ
ተዐንበዘ,ኣንበዘ፡ ልቢ ሰአነ
ተከዘ,ተከዘ፡ ኃዘነ፡ ጐሃየ
ተገአዘ,ተጻልአ
ተፈርዘዘ,ነተጐ፡ ተፈታትሐ፡ ተፈንጀረ
ተፈርዘዘ,ሐንቀቐ፡ ተፈስሐ
ተፈርዘዘ,ጠፍአ፡ መዓጐ (ንተኽሊ)
ነቅዘ,ነቐዘ
ነዝነዘ,ነዝነዘ፡ ወዝወዘ
ናዘዘ,ናዘዘ፡ ኣጸናንዐ
አኀዘ,ጀመረ፡ ኃዘ
አኀዘ,ቈጸረ
ኣኅዘዘ,ድግስ ደገሰ፡ ተሰርነቐ
አኀዘዘ,ምዑግ ወይ ጐርዳዕ ኣበለ (ማቴ. ፳፯፥፵፰)
አመንዘዘ,መኛካ ኾነ፡ ላሕ ኣበለ
አመንዘዘ,ኣጥፍአ፡ ኣጨነቐ፡ ሃረመ
ኣምዐዘ,ኣምዓዘ፡ ሸተተ፡ ኣመቀረ
ኣስተመኀዘ,ኣጻወተ
አስተአኀዘ,ኣጽንዐ
ኣስተአኀዘ,ኣተኃኃዘ
አስኦዘዘ,ኣደንዘዘ፡ ግንብንብ በለ
አስወዘዘ,ተቕበዝበዘ
አረዘ,ኣልበሰ፡ ከደነ፡ ለበሰ
አቅዘዘ,ኣፍዘዘ፡ ኣዝሓለ
ኣኅበዘ,ባነነ፡ ኣምበዘ
ዐንበዘ,ተቕበዝበዘ፡ ተሃወኸ
አውኀዘ,ኣጸበቐ፡ ኣሰማምዐ፡ ኣውኃዘ
አውገዘ,ኣውገዘ፡ ፈለየ፡ ገዘተ
ኣዘዘ,ኣዘዘ፡ ተዛረበ፡ ኣጽንዐ
አግዐዘ,ኣግዓዘ
ኣግዐዘ,ናፃ ኣውፅአ
አግዘዘ,ኣጕደለ
አፈርዘዘ,ኣጥፍአ፡ ኣሓንቀቐ
ከረዘ,ሰቐለ
ኮበዘ,ሰንከተ
ወጥለዘ,ቘረጸ፡ ጸረበ
ውኅዘ,ኃዘ፡ ፈሰሰ
ደንበዘ,ደገፈ፡ ኃገዘ
ደንዘዘ,ደንዘዘ፡ ደንቆረ
ደንገዘ,ቈነነ (ንጸጒሪ)
ገነዘ,ግነዘ
ገአዘ,ነቐፈ፡ ጸረፈ
ገዐዘ,ገዓዘ፡ ካብ ቦታ ናብ ቦታ ተጓዕዘ
ግዕዘ,ናጻ ወፅአ
ግእዘ,ተኸራኸረ
ግዕዘ,ተጓዕዘ
ጠረዘ,ጠረዘ (ንመጽሓፍ)
ፈርዘዘ,ኣፍረየ፡ ፈረየ
ፈርዘዘ,ሓንቀቐ
ፎዘ,ወልወለ፡ ጸረገ፡ ፋወዘ፡ ታወነ
በዘ,ስለ፡ከም
እምዘ,ከም፡ ካብ
እንዘ,ኪ፡ ከ፡ እና፡ ከምዚ
H,ናይ፡ ኬ፡ ናብ፡ ቅጽል፡ ክንዲ ስም
ዘዘ,እና
ለሀየ,ተጻወተ
ለቀየ,ፈትሐ፡ ከፈተ፡ ለጐመ
ለበየ,ተጋገየ፡ ተደናገረ
ለወየ,ለወየ፡ ጠወየ፡ ጠምዘዘ
ለወየ,ጠቕለለ፡ ጠምጠመ
ለወየ,ተጋገየ
ለዘየ,ለዘየ
ለፈየ,ፈለየ፡ ተጋገየ
ላኰየ,ተኸራኸረ፡ ተበኣሰ
ላኰየ,ጠንቈለ
ላጸየ,ተጸየ
ሌለየ,ፈለየ
ልህየ,ጸበቐ፡ መጨወ
ሐለየ,ሓሰበ፡ ኣውፅኣ፡ ኣውረደ (ሕሊና)
ኀለየ,ዘመረ፡ ዘፈነ፡ ሳዕስዐ (ማኅሌት)
ሐመየ,ሓመየ
ሐመየ(ንባቡኣጥብቕ),ኣሰረ
ሐሰየ,ሓሰየ
ኀረየ,ኃረየ፡ መረጸ
ሐቀየ,ኣፋጸየ፡ ኣቕረበ፡ ሓርቀምቀመ
ሐቅየ,ቈርጠመ
ሐበየ,ኣውሓሰ፡ ሓለወ
ሐብለየ,ገዝበዘ
ሐብለየ,ተጠራጠረ፡ ሓሰወ
ሐከየ,ተሃከየ፡ ደኸመ፡ ከፍአ
ሐወየ,መሰየ፡ ኣጋ ጊዜ ኮነ
ሐውለየ,ኣላገጸ፡ ኣቃለለ
ሐውለየ,ተጠራጠረ
ሐይደነየ,ዓበደ
ሐደየ,መሸኸ፡ ተፈላለየ
ሐደየ,ጠሓነ
ሐገየ,ሓገየ
ሐጸየ,ሓጸየ
መለየ,መሸኸ፡ ፈለየ
መለየ,ቐደደ፡ ቈረጸ፡ ከፈለ
መሠነየ,ከፈለ፡ ቈረጸ
መስከየ,ገደመ (ገዳም)፡ ኣጸግዐ
መስየ,መሰየ
መኰየ,ከሰሰ
መኰየ,ተመኻኸተ፡ ተወራረደ
ሜመየ,መመየ፡ ፈለየ
ሠረየ,ፈወሰ፡ ሓከመ
ሠቀየ,መስኖ ኣስተየ
ሠነየ,ጸበቐ፡ ሠነየ፡ መልክዐ
ረመየ,ወግአ
ረሰየ,ገበረ
ረቀየ,ነጸገ
ረቀየ,ኣስማት ገበረ (ጥንቈላ)
ረዐየ,ሓለወ
ረወየ,ረወየ፡ ጸገበ
ረደየ,ብሓረጣ ኣለቅሐ
ረደየ,ከፈለ፡ ኣኻዕበተ
ርኅየ,ሸተተ
ርእየ,ረኣየ፡ ጠመተ
ሰሐየ,ቈሰለ፡ ጐድአ
ሰሐየ,ደረቐ
ሰመየ,ሰመየ፡ ስም ኣውፅአ
ሰረየ,ይቕረ በለ
ሰትየ,ሰተየ
ሰነየ,ክልተ ገበረ
ሰከየ,ኸሰሰ፡ ተሰብረ
ሰከየ,ኣጻልኣ
ሰከየ,ደወል ኣህረመ
ሰወየ,ሰወተ
ሰዘየ,ፈለየ
ሰደየ,ለዘበ፡ ጥዑም ተዛረበ
ሰጠየ,ኣጣቘሰ
ሰጠየ,ሸከረ፡ ሰተየ፡ ዘመወ
ሰፈየ,ሰፈየ፡ ሸቀጠ
ሳቀየ,መከራ አጽገበ፡ ሳቐየ
ሳኰየ,ለክዐ፡ ኮብለለ፡ ዘወረ
ሳኰየ,ዞረ፡ ተቕበዝበዘ
ሴሰየ,መገበ፡ ሳሰየ
ሴረየ,ሕብሪ ለኸየ
ሴረየ,ጠለቐ፡ ኣለኸ፡ ሰበነ
ሴረየ,ኣርስሐ፡ ኣርከሰ
ሴረየ,ብደም ሰበነ
ሴዘየ,ፈለየ
ስህየ,ሓሰየ
ስዕየ,ፈለየ
ቀለየ,ዓሚቚ፡ ቀላይ ኮነ
ቀለየ,ነቐፈ፡ ተዓዘበ
ቀለየ,ዘለፈ፡ ፈረደ
ቀለየ,ተጠራጠረ፡ ተወላወለ
ቀነየ,ገዝአ
ቀጸየ,ቐጸየ
ቃነየ,ቃነየ
ቄቀየ,ነፈገ፡ በቐቐ፡ ቃቐረ፡ ቃቐየ
በልየ,በለየ፡ ኣረገ
በርሀ,ደረቐ
በከየ,በኸየ
በደየ,በዱ ኾነ፡ ባደመ
ቤበየ,ተቕበዝበዘ
ተሐልየ,ብላዕ ተቐበለ፡ መማለዲ በልዐ
ተሐልየ,ትሕጃ ተቐበለ
ተሐመየ,ሓሙ ኾነ
ተሐሥየ,ባህ በሎ፡ ተሓጐሰ
ተሐበየ,ተዋሕሰ
ተሐበየ,ሸለል በለ
-ተሀድየ,መሸኸ፡ ተፈላለየ
ተለሐየ,ተመላለሰ፡ ሳዕስዐ
ተላኰየ,ተከራኸረ፡ ተጻልአ
ተላወየ,ተጠቕለለ
ተልወ,ተኣመነ
ተልወ,ተጠምጠመ
ተመረየ/ተማረየ,ኣማረተ፡ ጠንቈለ
ተመነየ,ተመነየ፡ ሃረፈ
1. ተመኵሰየ,መዅሲ ኾነ
""" ተማዕለየ",ኰብኰበ፡ ጐስጐሰ
""" ተማዕለየ",ከፍአ
ተማዕለየ,ሸፈተ
ተማዕለየ,ውዲት፡ ሻራ ገበረ
ተሠዐየ,ተነፍሐ
ተሰአየ,ተሰፍየ
-ተሰካተየ,ተመሓሓለ፡ ተወዓዓለ
ተሠዝየ,ተፈልየ
ተሰጥየ,ተሸበረ፡ ተዋደደ፡ ተዘርግሐ፡ ተተናኸፈ
ተረሰየ,ተገብረ፡ ተሰለመ፡ ተጐናጸፈ
ተረዐየ,ተዋፈ፡ ተጓሰየ
ተረድየ,ሓረጣ ተቐበለ
ተርእየ,ተራእየ
ተርዕየ,ተጓሰየ፡ ተሓለወ
ተቀብየ,በርትዐ፡ ዕጽፊ ኾነ
ተቀብየ,ተዳለወ፡ ተሰናድአ
ተቈናደየ,ተተፋነነ፡ ተዛለለ
ተቈናድየ,ሸምጠጠ፡ ተሸማጠጠ
ተባረየ,ተባረየ፡ ተኃላለፈ
ተነሐየ,ኣገልገለ
ተነሐየ,ተናዘዘ፡ ገለጸ
ተነበየ,ተነበየ (ትንቢት ተዛረበ)
ተናሕሰየ,ተዋረደ
ተናሰየ,ተቐጥቀጠ
ተንሐየ,ኣቃለለ
ተኣርወየ,ኣራዊት ኮነ
ተዐበየ,ተዓበየ፡ ኰርዐ
ተኣከየ,ከፍአ (እኩይ ኮነ)
ተኣውረየ,ተቘጥዐ
ተወነየተዋነየ,ተዋነየ፡ ተጻወተ
ተወፈየ,ተወፈየ፡ ተቐበለ
ተዘጋደየ,ተዘጋደየ፡ ተሰናድአ
ተጋነየ,ተለማመነ፡ ኣሥመረ
ተጋነየ,ለመነ፡ ተመሻኸነ
ተጋነየ,ብቕብጥሮት ተዛረበ
ተጋነየ,ባህ ኣበለ፡ ተገዝአ
ተጋነየ,ተመልሰ
ተጐርአየ,ተሐንቀ
ተጐናደየ,ተዳናጐየ፡ ደንጐየ
ተጠርየ,ተጠርየ፡ ተገዝአ
ተጠዋቀየ,ተጨናነቐ
ተጠውየ,ተጨናነቐ፡ ተጠዋወየ
ተጸምሐየየ,ጸምለወ፡ ቀምሰለ
ተጸብለየ,ደሮና ለበሰ፡ ደሮና መልኦ
ተጻሕየየ,ተገልጸ፡ ተረኣኣየ፡ ተጻህየ
ተፈየ,ጸሓፈ
ተፈየ,ተኣመነ
ነሰየ,ቐጥቀጠ
ነከየ,ተንከፈ፡ ነኽኣ፡ ጐድአ
ነከየ,ነከየ፡ ከፊሉ ሃበ
ነድየ,ነደየ፡ ድኻ ኾነ፡ ተሸገረ
ነጸየ,ነጸየ፡ መለጠ
ነፈየ,ነፈየ
ናሕሰየ,ኣናሕሰየ፡ ኣኅለፈ
ንህየ,ዓረፈ
ንህየ,በጽሐ
ኣህለየ,መማለዲ ሃበ፡ ብላዕ ሃበ
አህበየ,ሓለወ
ኣህከየ,ኣሃከየ፡ ኣድከመ፡ ኣሰልከየ
አህየየ,ኣፍዘዘ
አህየየ,ሸለል በለ
አለየ,ኣለየ፡ ቀለሰ
አለየ,ጠመመ፡ ሸምቀቐ
አሌለየ,ኣንግሀ
አልሀየ,ኣረጋግአ፡ ኣጸናንዐ
አልሀየ,ኣጻወተ
አልበየ,ኣጥፍአ
ኣመክነየ,ኣመኽነየ
ኣመየ,ፈጸመ
ኣማዕለየ,ከድዐ፡ ገበነኛ ገበረ
ኣማዕረየ,ኣማዕረየ፡ ኣተኻኸለ
ኣማዕረየ,አማረተ
አማዕረየ,መረጸ፡ ኣዐረየ፡ ሓለወ
ኣሜረየ,መርዓ ገበረ
ኣምረየ,ኣጠንቈለ
አስሐየ,ኣቚሰለ፡ ጐድኣ
አሠነየ,ኣጸበቐ፡ ኣመልክዐ
ኣሰየ,ሃበ፡ መጠወ
ኣስተለበየ,ኣጋገየ
አስተላበየ,ኣጥፍአ፡ ኣበላሸወ
ኣስተሣነየ,ኣጸበቐ፡ ኣሠነየ፡ ኣመልክዐ
አስተርአየ,ተራእየ፡ ኣርኣየ
አስተባረየ,ኣፈራረቐ፡ ኣበራረየ
አስተዐረየ,ኣስተኻኸለ፡ ኣመዓራረየ
ኣስተአከየ,ኣካፍአ፡ ነዓቐ፡ ጸረፈ
ዐረየ,ዓረየ፡ ማዕረ ኾነ
አርሰየ,ኣጸግዐ፡ መልሕቕ፡ ደርበየ
አርአየ,ኣርኣየ
አርየ,ኣረየ፡ ለቐመ
አቃረየ,ሠውአ
አቅለለየ,ኣለዛዘበ፡ ኣሰማምዐ
አቅሌለየ,ኣቀያይሐ
አቅሌለየ,መርመረ
አቅዜዘየ,ቅዝዝ በለ፡ ሃጐጐ (ንሳዕሪ
ኣበየ,እምቢ በለ
ዐበየ,ኰርዐ፡ ተዓበየ
ዐብየ,ልዕል ልዕል በለ፡ ዓበየ
አብደየ,ኣሕጐለ፡ ኣጥፍአ
አናሕሰየ,ኣናሕሰየ
አናሕሰየ,ኣሕለፈ፡ መሓረ
አንቤበየ/አንጌገየ,ተቕበዝበዘ
ኣንጠየ,ነዝነዘ፡ ኣሸገረ፡ ላሕ ኣበለ
አአርወየ,ኣራዊት ገበረ
አኤረየ,ኣጠንቈለ
አኤየ,ተመልሰ
አወፈየ,ኣወፈየ፡ ሃበ
አውቀየ,ቘራረጸ
አውቀየ,ጠምዘዘ
አውዐየ,ኣውዓየ፡ ኣንደደ
አየየ,ዘወረ
አየየ,መሰለ (ብሥራሕ)
አደየ,ዓደየ፡ ኸፈለ
አጠየ,ላሕ ኣበለ
ኣጸየ,ሸተተ፡ ጨነወ፡ ሓሸኸ
አፈየ,በሰለ
አፈየ,ሰብሐ
ከረየ,ኰዓተ፡ ባረወ
ከረየ,ነፍሐ
ኰሰየ,ፈለየ፡ ኸፈለ፡ ኣቃለለ
ወለቀየ,ኸፈለ
ወቀየ,ቈረጸ
ወቀየ,ኣጸናንዐ
ወቀየ,ገዘረ፡ ከንሸበ
ወደየ,ወሸከ፡ ኣእተወ፡ ወደየ
ወሀየ,በጽሐ
ዋነየ,ሓምበሰ
ዋከየ,በርሀ
ውዕየ,ወዓየ፡ ነደደ
ዘረየ,ዘርአ
ዘርከየ,ጸረፈ
ዘበየ,ገዝአ
ዘነየ,ሰሓተ (ናይ ፍትወት ምስሓት)
ደሐየ,ጠሓነ
ደኀየ,ኰዓተ
ደኀየ,ኣጥለቐ
ደርበየ,ደርበየ፡ ሰንደወ
ደርበየ,ወግአ
ደበየ,ደበየ፡ ኣድበየ
ደበየ,ዘረፈ፡ በርበረ
ደበየ,ጐተተ፡ ፍግም ኣበለ
ደበየ,ከበበ
ደወየ,ደወየ፡ ሓመመ
ዳነየ,ዳነየ
ገለየ,ቘረጸ፡ ቐንጠሰ
ገለየ,ፈለየ
ገለየ,ገለጸ
ገነየ,ገዝአ
ገነየ,ኣመስገነ
ገነየ,ኣመነ
ገነየ,ለመነ
ጌገየ,ተጋገየ፡ በደለ
ጐርዐየ,ሓነቐ
ጐርዐየ,ሓረደ
ጐንደየ,ደንጐየ
ጐየ,ሃደመ፡ ጐየየ
ጐጠየ,ጐጠየ
ጒሕየ,ጐሃየ፡ ኃዘነ፡ ተጣዕሰ
ጠመየ,ቈረጸ
ጠሰየ,ደምሰሰ
ጠሰየ,ኣጥፍአ
ጠነየ,ጠለቐ፡ ጠሓለ
ጠነየ,ኣለኸ
ጠወየ,ጠወየ
ጠውቀየ,ጸበበ፡ ጨነቐ
ጠውየ,ጨነቐ
ጥዕየ,ጠዓየ
ጻሕየየ,ጻህየየ
ጸለየ,ለመነ፡ ጸለየ
ጸማህየየ/ጸምሐየ,ጸምለወ፡ ቀምሰለ
ጸርየ,ጸረየ
ጸበየ,ሓምበሰ
ጸበየ,ፈሰሰ
ጸብለየ,ዶሮና፡ ዕሻሽ ኮነ
ጸደየ,ጽድያ ኾነ
ጸገየ,ዓምበበ፡ ጸገየ
ጸግየ,ተጸግዐ
ጸሐየየ,ጻህየየ
ጸሐየየ,ብመስትያት ረኣየ
ጼጸየ,ኣልፍዐ
ጽሕየ,ጽሕየ፡ በርሀ
ፈለየ,ፈለየ
ፈረየ,ፈረየ
ፈደየ,ፈደየ፡ ኸፈለ
ፈጸየ,ፋጸየ
ህየ,ኣብኡ
ዝየ,ኣብዚ
ሐለደ,ከተተ፡ ፈጸመ፡ ጠረሰ፡ ወድአ፡ ተደባለቐ
ሐመደ,ፍሕሹው ኮነ
ሐመደ,ሓመደ
ሐምደ,ሓዊ ኣጥፍኣ፡ ጠፍአ
ሐረደ,ሓረደ
ሐርበደ,ራዕራዕ በለ
ሀየደ,ኣንጸባረቐ
ሐደደ,ጠሓነ
ሄደ,ዓመጸ
ለመደ,ለመደ
ለቀደ,ኣላገጸ
ለቀደ,ተመጻደቐ፡ ሓጨጨ
ልሕደ,ኣጋየጸ፡ ተመቸዎ
መሠደ,ሸመተ
መሰደ,ጸሓረ
መረደ,ገሥገሠ (ንሕማቕ)
መርደደ,ደፈረ፡ ደፈነ
መዐደ,መዓደ፡ መከረ
ሰደደ,ሰደደ፡ ኣባረረ፡ ኣሳደደ
ሰገደ,ሰገደ፡ ተምበርከኸ
ረፈደ,ረፈደ
ርዕደ,ረዓደ፡ተንቀጥቀጠ
ሮደ,ከበበ (ንሕማቕ)
ቀልደደ,ኣላተመ፡ ሃረመ፡ ለክዐ
በርደደ,ቐበረ፡ ደፈነ
በርደደ,ደርደረ፡ ኮመረ
በዐደ,ፈለየ፡ ጓና ኾነ
በድበደ,ጨነወ፡ ሓመመ፡ በድበደ
ተሐለደ,ተሸመ፡ ተወድአ
ተሐመደ,ሓመድ ኮነ
ተሐምደ,ነደደ፡ ሓመድ ኮነ
ተሀየደ,ተዓማመጸ፡ ተዓመጸ
ተሀይደ,ተመነዛዝዐ፡ተመንዝዐ
ተንህደ,ፈረሰ
ተአንገደ,ተኣንገደ
ተካየደ,ተመሓሓለ፡ ተወዓዓለ
ተዋሐደ,ተዋሓደ፡ ሓደ ኾነ
ተዋረደ,ተዋረደ
ተዋረደ,ሓሰረ
ተዘምደ,ተዛመደ
ተየሀደ,ኣይሁድ ኮነ
ተይህደ,ተኣመነ
ተጸምደ,ተጸምደ፡ ኣገልገለ
ነደ፡ ነደደ,ነደደ
ነአደ,ነኣደ፡ ኣመስገነ፡ ወደሰ
ነገደ,ነገደ፡ ኸደ፡ ገሸ
ንእደ,ኣኽበረ
ንእደ,ጸበቐ፡ መልክዐ
አሐደ,ሓደ ኾነ
አለደ,ኮመረ፡ ኣከበ
አመደ,ፈጠረ፡ ሠርሐ፡ ቈረጸ
አስተበዐደ,ኣፈላለየ
አስተዐበደ,ኣቃለለ
አስተናገደ,ጋሻ ተቐበለ
አስተዋሐደ,ኣሰማምዐ፡ ኣወሓሓደ
አስተጋየደ,ጋለበ፡ ኣሳገረ፡ ኣቀዳደመ
አርመደ,ደፍደፈ (ንበርበረ)
አረምደደ,ጸረፈ
አቀደ,ኣሰረ
አብደ,ሰነፈ
ዐብደ,ዓበደ፡ ተጸለለ
አንደደ,ኣንደደ
አንጐድጐደ,ኣንጐድጐደ
አዕደደ,ኣሳደደ፡ ኣሳጐጐ
ኣኬደ,ኣኼደ
ዐውደ,ኣዋጅ ነገረ
አውደደ,ኣሰማምዐ፡ ኣሰናድአ
ዐደደ,ሃደመ
አግሀደ,ኣግሃደ፡ ገለጸ
ዐፀደ,ዓፀደ፡ ቦታ ገበረ
የደ,ዖደ፡ ዞረ፡ ዑደት ገበረ
ከብደ,ከበደ፡ ጸንዐ፡ ረዘነ
ከየደ,ረገጸ
ኬደ,ዓመጸ፡ ረገጸ
ክሕደ,ከሓደ
ኰርኰደ,ሓቘፈ
ወለደ,ወለደ
ወለደ,መረጸ፡ ኃረየ
ወሰደ,ወሰደ
ወረደ,ወረደ
ወደደ,መሥረተ፡ ኣዋደደ
ውኅደ,ወኃደ
ገለደ,ተዓጥቀ፡ ኣጌጸ
ገለደ,ኣንጸፈ፡ ጐዝጐዘ
ገመደ,ቈረጸ
ገድገደ,ገድገደ
ጋየደ,ፈጠነ፡ ጋለበ
ጐነደ,ጐነደ፡ ረጐደ
ጐድጐደ,ኳሕኵሐ
ጐድጐደ,ኣጣቕዐ
ጰሰደ,ጠንሰሰ፡ ጠጅአ
ጸሐደ,ለጐመ
ጸመደ,ጸመደ
ጽሕደ,ተሰማምዐ፡ ረሰነ
ፈረደ,ፈረደ
ፈቀደ,ፈቐደ፡ ቘጸረ
ፈቀደ,ፈተወ፡ ደለየ
ፈድፈደ,በዝኀ
ሐመገ,ዘረገ
ኀደገ,ኃደገ፡ ገደፈ፡ ደርበየ፡ ቀጽዐ፡ ጸሓፈ
ሐገገ,ሓገገ፡ ደንገገ፡ ሕጊ ሥርዓት
ለገገ,ለዘየ
መለገ,ከኣለ፡ ተዓገሠ፡ ምልግልግ በለ
መረገ,መረገ
መዘገ,መንዝዐ፡ መንጠለ
ሰንጐጐ,ሠርሐ፡ ኰልዐ (ንሓጺን)
በግበገ,ሓመመ
ተኣውገ,ነፈጸ፡ ፊዕ በለ
ተኣውገ,ሸለል በለ
ተኣውገ,ሸምጠጠ፡ ሰሓቐ፡ ተሳለቐ
ተዘወገ፡ ተዛወገ,ተገደሰ፡ ተመላለሰ
ተዘውገ,በዓል ደረባ ኾነ፡ ተሓለቐ
ተዘውገ,ተደረበ
ተዛወገ,ሓደ ኾነ፡ ወገን ኮነ
ተደረገ,ተራኸበ
ተደረገ,ተገብረ፡ ገበረ
ተደለገ,ተመካከተ
ተደለገ,ተወራወረ
ተጸወገ,ተጸወገ፡ ከፍአ
ተጸወገ,ተጸየፈ፡ ጸየነ
ነኀገ,ኣዋፈረ (ንእንስሳ)
ነሰገ,ሸጐረ፡ ዓፀወ
ነትገ,ጐደለ
ነፈገ,ነፈገ
አለገ,ሰለበ (ቈረጸ)
- አረገ,ኣረገ፡ ዓበየ (ሸምገለ)
ዐርገ,ዓረገ፡ ወፅአ፡ ደየበ
አነገ,ኣሰረ (ንስልማት)
አንጎገ,ኰብኰበ
አንገለገ,ተኣከበ
አዕረገ,ኣዕረገ፡ ኣውፅአ
እየገ,ተዓቚረ (ንማይ)
አድረገ,ገበረ፡ ኣጋጠመ
አድረገ,ኣተኃኃዘ፡ ኣድረገ
አጥመገ,ኣሥመረ
ወተገ,ዓመጸ
ወተገ,ተኃብአ፡ ሃደመ
ዘንጐጐ,ተላገጸ፡ ተሣለቐ፡ ኣባጨወ
ዘንጐጐ,ሸምጠጠ
ደለገ,ተደፋፈረ
ጸለገ,ተሓናሓነ፡ ኣንጸብረቐ
ደረገ,ኃበረ
ደንገገ,ደንገገ
ደግደገ,ዓበረ
ደግደገ,ኣንግሀ
ጸረገ,ሃበ፡ ቈረሰ
ጸንጐጐ,ወሰን ሜዳ ኣውፅአ
ፆገ,ኣዝዩ ኸፍአ
ፈለገ,ኣውኃዘ
ፈለገ,ፈልፈለ፡ ቀረጸ፡ ኣጸበቐ
ፈርገገ,ቀጸረ
ፈገገ,ሸተተ፡ ጨነወ
ለበጠ,ለበጠ፡ ኰልዐ
ሐበጠሐብጠ,ሓበጠ
ሐነጠ,ቀብአ
ሐንፈጠ,ሓተመ፡ ቀረጸ
ሐንፈጠ,ሓንፈጠ፡ ነጸየ
ሐፈጠ,ኣጸለመ፡ ወቀጠ
ሄጠ,ኣታለለ፡ ሓባበለ
መለጠ,መለጠ
መሠጠ,መሠጠ፡ መንዝዐ፡ መንጠለ
ሜጠ,መለሰ
ሠለጠ,ሰለጠ፡ በጽሐ
ሠለጠ,ሠልጠነ፡ ሥልጣን ረኸበ
ሠበጠ,በልዐ፡ ኰለሰ
ሠጠጠ,ቐደደ፡ በጠጥ ኣበለ
ሠጠጠ,መወፀ፡ ፈሓቐ
ሤጠ,ሸጠ
ሦጠ,ወሸከ፡ ለወጠ፡ ሓዋዋሰ
- ሦጠ,ገልበጠ
- ሦጠ,በተነ፡ ዘርግሐ
ሰሐጠ,ሸምጠጠ፡ ጸረፈ
ሰፈጠ,ሸፈጠ፡ ኣጋገየ
ሰፈጠ,ባሕጨረ
ስሕጠ,ተንከየ፡ ተንከፈ (ብነገር)
.ሶወጠ ሶጠ,ገረፈ
ቀሰጠ,ሰረቐ
ቀበጠ,ሓበጠ
ቀበያውበጠ,ቈላመጸ
ቀንጦሰጠ,ተሰለፈ
ቀጠጠ,ቀጠነ
ቀጥቀጠ,ቀጥቀጠ፡ሰበረ
ቈጠጠ,ሰብሐ፡ ረጐደ፡ ቐጠነ
ተሐበጠ,ኰርዐ፡ ብኹርዓት ተነፍሐ
ተመይጠ,ተመልሰ
ተሠውጠ,ተመልሰ
ተሠይጠ,ተሸጠ
ተሣየጠ,ተሻየጠ፡ ገዝአ
ተቀመጠ,ተቐመጠ
ነከጠ,ፈለየ
ናሕፈጠ,ነጸየ፡ ሓንፈጠ
አመምሰጠ,ቀለም ኣስተየ፡ ሰበነ
አማዕቀጠ,ተራ ገበረ
አምሠጠ,ኣምለጠ፡ ኣምሠጠ
አሰጠ,መለሰ
አስበጠ,ኣብልዐ
አስፈጠ,ኣጋገየ፡ ሓባበለ፡ ኣስሓተ
አቊጠጠ,ኣቕጠነ፡ ኣርጐደ
አበጠ,መለሰ፡ ኣገደደ
አንሶጠጠ,ግንብንብ በለ፡ ጸየነ
አንጠጠ,ጸሓረ
ወለጠ,ለወጠ፡ ቀየረ
ወፈጠ,ተኰሰ፡ መሸጠ (ንጸጕሪ)
ውሕጠ,ወሓጠ
ዘበጠ,ዘበጠ፡ ሃረመ
ገበጠ,ሃመመ
ጸበጠ,ጨበጠ፡ ጸንቀቐ፡ ዓተረ
ፅዕጠ,መቀረ፡ ጠዓመ፡ ጸበቐ
ፈለጠ,ፈለየ፡ ፈለጠ፡ መረጸ
ፈሐጠ,ቀንጠወ
ፌጠ,ጐየየ
ሄጰ,ነደፈ፡ ነድሐ፡ ወግአ
ሄጰ,ቈረሰ፡ ወርወረ፡ ደርበየ
ሐርጰጰ,ዓመጸ
ሔልጰጰ,ሓመመ
ሰሐጸ,ተንከፈ፡ ተንከየ
ሰሐጸ,ኣመስገነ
ሰረጰ,ቐደሰ
ሰረጸ,መዓጐ
ሰረጰ,ዓረፈ
ቀለጰ,ጸሓፈ
ቀለጰ,መንጠለ
ቀልጰጰ,ኰመረ
ቀርጰጰ,ነኸሰ ቘርጠመ
ቈለጰ,ኣሠረ
ተሐይጸ,ተነድፈ፡ ተወግአ
ኣንጰጰ,ቍስሊ ሥጋ ሓመመ
አክረጸ,ኣንጽሐ፡ ሓጸበ
ከረጰ,ሓፀበ
ኰረጰ,ሠርሐ
ገነጸ,ሰገባ ገበረ፡ ሰገበ
ጐነጰ,ሰገበ
ሐነፀ,ሠርሐ፡ሓነፀ
ሐወፀ,በጽሐ፡ ኣማዕድዩ ረኣየ
